CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure_Months,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
IND-03232,Female,1,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),103.38,1221.86,Yes
IND-03233,Male,0,No,No,53,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),40.68,2077.96,No
IND-03234,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.02,1294.88,No
IND-03235,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,34.43,1794.86,No
IND-03236,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),52.88,4115.54,Yes
IND-03237,Male,0,No,Yes,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,93.21,5860.47,Yes
IND-03238,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.59,2544.81,No
IND-03239,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),20.79,442.92,No
IND-03240,Female,1,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,100.63,4609.91,No
IND-03241,Male,0,No,No,56,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,42.2,2342.47,No
IND-03242,Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.67,3668.08,Yes
IND-03243,Female,0,No,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),45.17,1963.44,Yes
IND-03244,Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),45.23,1738.27,Yes
IND-03245,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,107.49,1655.64,Yes
IND-03246,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,54.6,686.89,No
IND-03247,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,86.0,735.29,No
IND-03248,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,55.35,3694.6,No
IND-03249,Female,0,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,73.59,78.54,No
IND-03250,Female,0,No,Yes,42,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,96.31,4022.62,No
IND-03251,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,110.93,3460.09,Yes
IND-03252,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),84.53,2587.9,Yes
IND-03253,Female,1,Yes,No,43,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,57.69,2600.27,No
IND-03254,Male,1,Yes,No,26,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),59.01,1686.03,Yes
IND-03255,Male,0,No,No,12,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,35.45,398.39,No
IND-03256,Male,0,No,No,59,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),75.98,4423.25,No
IND-03257,Female,1,No,No,69,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,103.38,7327.82,No
IND-03258,Male,1,Yes,No,11,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),32.89,341.9,Yes
IND-03259,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.84,1989.71,No
IND-03260,Female,0,No,No,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,21.92,499.55,No
IND-03261,Male,1,Yes,No,43,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.08,2949.13,No
IND-03262,Male,0,No,No,39,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,25.76,1034.33,No
IND-03263,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),77.34,4106.57,No
IND-03264,Male,1,Yes,No,18,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,48.14,889.13,No
IND-03265,Female,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,99.47,4485.57,No
IND-03266,Male,1,No,Yes,26,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,72.95,2082.12,No
IND-03267,Male,0,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.67,1237.07,Yes
IND-03268,Female,1,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.93,1694.48,No
IND-03269,Female,0,Yes,No,42,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,111.64,5010.16,No
IND-03270,Female,1,Yes,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,114.28,3820.25,No
IND-03271,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),94.66,4125.1,Yes
IND-03272,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.32,723.13,Yes
IND-03273,Female,0,No,Yes,55,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),98.05,5106.34,No
IND-03274,Female,0,No,Yes,58,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,91.7,4997.08,Yes
IND-03275,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,40.94,425.66,Yes
IND-03276,Female,0,Yes,No,28,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,28.08,770.09,No
IND-03277,Female,0,No,No,14,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),39.11,563.57,No
IND-03278,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),105.81,2748.11,No
IND-03279,Male,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.49,636.51,Yes
IND-03280,Female,1,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,98.41,3623.11,Yes
IND-03281,Male,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,51.53,728.52,No
IND-03282,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),91.62,2486.4,No
IND-03283,Female,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,109.05,3706.8,No
IND-03284,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,98.03,2508.33,No
IND-03285,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,73.2,4740.8,No
IND-03286,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,20.48,422.15,No
IND-03287,Male,1,Yes,Yes,39,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,33.65,1287.86,No
IND-03288,Female,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.56,4529.06,Yes
IND-03289,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,29.62,1001.88,No
IND-03290,Male,0,No,No,22,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,116.34,2613.05,No
IND-03291,Male,0,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),116.06,8095.65,No
IND-03292,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.1,1390.82,No
IND-03293,Male,0,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),23.39,148.95,No
IND-03294,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,93.94,1359.92,Yes
IND-03295,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.92,2656.48,No
IND-03296,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),92.6,2180.49,No
IND-03297,Female,1,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),53.16,980.12,Yes
IND-03298,Male,0,No,Yes,14,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,56.91,836.44,No
IND-03299,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,79.49,4064.83,Yes
IND-03300,Female,0,No,No,61,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,36.23,2342.86,Yes
IND-03301,Male,0,No,Yes,36,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),115.98,4343.14,No
IND-03302,Female,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,24.29,334.66,No
IND-03303,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,113.83,573.69,No
IND-03304,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.56,2550.31,Yes
IND-03305,Male,1,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.98,4494.29,Yes
IND-03306,Male,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),118.8,1266.04,No
IND-03307,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),43.46,90.42,No
IND-03308,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,67.04,1490.86,No
IND-03309,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),22.33,1506.65,Yes
IND-03310,Male,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,41.26,498.0,No
IND-03311,Female,0,Yes,No,59,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),33.73,1835.32,No
IND-03312,Female,0,No,Yes,67,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,94.66,6242.3,No
IND-03313,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),88.54,2900.72,No
IND-03314,Male,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.4,2587.11,Yes
IND-03315,Male,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,20.17,442.66,Yes
IND-03316,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),40.37,2844.5,No
IND-03317,Male,0,Yes,No,66,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.96,5868.14,No
IND-03318,Male,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.32,181.25,No
IND-03319,Female,1,No,Yes,44,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,77.69,3127.93,No
IND-03320,Female,1,No,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,35.93,2119.44,No
IND-03321,Female,1,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,77.62,1738.62,Yes
IND-03322,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,98.3,5501.61,Yes
IND-03323,Female,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,106.55,4304.33,No
IND-03324,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.81,123.63,Yes
IND-03325,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,79.74,2142.39,Yes
IND-03326,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.79,1186.27,Yes
IND-03327,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,73.45,4446.98,No
IND-03328,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),58.23,59.46,No
IND-03329,Male,1,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,98.13,96.94,No
IND-03330,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),53.48,1622.11,Yes
IND-03331,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,78.63,1623.81,No
IND-03332,Female,1,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.1,3823.25,No
IND-03333,Male,0,No,No,28,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,53.96,1565.93,No
IND-03334,Male,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,56.16,1505.39,No
IND-03335,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,62.9,63.25,No
IND-03336,Female,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,60.37,122.15,No
IND-03337,Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.17,5911.62,Yes
IND-03338,Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,75.89,3591.78,No
IND-03339,Female,0,Yes,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,70.56,1339.0,No
IND-03340,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),36.97,1049.13,No
IND-03341,Female,1,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,66.66,4795.07,No
IND-03342,Female,1,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.89,2928.99,No
IND-03343,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,90.04,1719.83,No
IND-03344,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),63.29,4140.67,No
IND-03345,Male,1,No,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,71.44,3997.84,Yes
IND-03346,Female,1,No,No,17,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.68,1019.57,Yes
IND-03347,Male,1,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,116.87,7763.75,No
IND-03348,Male,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),104.72,3994.54,Yes
IND-03349,Male,0,Yes,No,5,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),24.28,114.95,No
IND-03350,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),104.9,2414.02,No
IND-03351,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),56.08,3540.96,No
IND-03352,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.94,536.24,No
IND-03353,Female,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.45,2008.36,No
IND-03354,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),109.72,1230.7,No
IND-03355,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),106.85,1050.55,Yes
IND-03356,Male,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,112.54,6643.48,No
IND-03357,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,96.33,2998.68,No
IND-03358,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,30.48,701.95,Yes
IND-03359,Female,0,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,22.64,1663.46,Yes
IND-03360,Female,0,Yes,Yes,13,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,110.12,1409.12,No
IND-03361,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.38,657.31,No
IND-03362,Male,1,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,43.53,704.41,Yes
IND-03363,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,28.6,838.99,No
IND-03364,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,34.41,134.62,No
IND-03365,Female,0,No,Yes,41,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,35.58,1337.18,Yes
IND-03366,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,83.35,2044.43,Yes
IND-03367,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),45.43,1969.19,No
IND-03368,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,50.28,2229.3,No
IND-03369,Male,0,Yes,No,10,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,79.27,782.19,Yes
IND-03370,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),98.24,96.67,Yes
IND-03371,Male,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,59.68,3128.44,No
IND-03372,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,23.82,385.94,No
IND-03373,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),84.6,4356.37,Yes
IND-03374,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,87.78,1169.97,No
IND-03375,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.31,3208.74,No
IND-03376,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),20.12,1120.66,No
IND-03377,Female,0,No,Yes,63,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.6,4630.79,Yes
IND-03378,Male,0,Yes,Yes,18,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.72,1817.88,No
IND-03379,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,41.71,2531.05,Yes
IND-03380,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,70.75,1443.12,No
IND-03381,Male,0,Yes,No,65,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.06,6062.26,No
IND-03382,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),78.32,5510.53,Yes
IND-03383,Male,1,No,No,64,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,96.36,5960.63,No
IND-03384,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,60.4,703.64,No
IND-03385,Male,0,No,Yes,68,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.14,6608.48,No
IND-03386,Female,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,51.52,3534.61,Yes
IND-03387,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,35.26,2060.45,No
IND-03388,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),97.65,4354.98,Yes
IND-03389,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,21.01,797.36,Yes
IND-03390,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),114.14,5765.09,No
IND-03391,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,27.29,991.71,No
IND-03392,Female,1,No,No,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),97.98,6658.09,No
IND-03393,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.98,316.94,No
IND-03394,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,47.78,1417.96,Yes
IND-03395,Female,0,No,No,17,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.49,1405.66,No
IND-03396,Female,0,No,No,33,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,33.88,1132.0,No
IND-03397,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,29.63,164.24,Yes
IND-03398,Female,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,112.23,6782.61,Yes
IND-03399,Male,0,No,Yes,65,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),91.31,6020.55,No
IND-03400,Female,1,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,31.87,2090.98,Yes
IND-03401,Male,1,Yes,No,67,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,71.39,5197.7,No
IND-03402,Male,0,No,No,44,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,102.65,4666.92,No
IND-03403,Female,0,No,No,14,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,28.61,386.51,No
IND-03404,Male,0,No,No,57,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.26,5536.15,No
IND-03405,Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,103.44,5205.42,No
IND-03406,Female,0,Yes,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,53.81,985.7,No
IND-03407,Female,1,No,Yes,44,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,118.56,5069.6,No
IND-03408,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,58.89,244.86,No
IND-03409,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),109.33,3129.04,Yes
IND-03410,Male,0,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,108.9,6168.94,No
IND-03411,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),90.63,2723.89,No
